Exercício: 2018;;;;;;;
Escopo: Municípios do Estado - AM;;;;;;;
Tabela: Receitas Orçamentárias (Anexo I-C);;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;Total Receitas;siconfi-cor_TotalReceitas;35197155,51
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.0.0.0.00.0.0 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.0.0;35197155,51
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_RO1.1.0.0.00.0.0;1132406,19
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.0.00.0.0 - Impostos;siconfi-cor_RO1.1.1.0.00.0.0;1132406,19
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza;siconfi-cor_RO1.1.1.3.00.0.0;559274,92
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte;siconfi-cor_RO1.1.1.3.03.0.0;559274,92
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho;siconfi-cor_RO1.1.1.3.03.1.0;536664,61
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.3.03.4.0 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos;siconfi-cor_RO1.1.1.3.03.4.0;22610,31
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios;siconfi-cor_RO1.1.1.8.00.0.0;573131,27
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.8.01.0.0 Impostos sobre o Patrimônio para Estados/DF/Municípios;siconfi-cor_RO1.1.1.8.01.0.0;36799,13
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.8.01.1.0 Imposto sobre a Propriedade Predial e Territorial Urbana;siconfi-cor_RO1.1.1.8.01.1.0;36799,13
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços;siconfi-cor_RO1.1.1.8.02.0.0;536332,14
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;siconfi-cor_RO1.1.1.8.02.3.0;536332,14
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.2.0.0.00.0.0 - Contribuições;siconfi-cor_RO1.2.0.0.00.0.0;309443,31
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.2.4.0.00.0.0 - Contribuição para o Custeio do Serviço de Iluminação Pública;siconfi-cor_RO1.2.4.0.00.0.0;309443,31
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.7.0.0.00.0.0 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.0.0;33439678,16
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.7.1.0.00.0.0 - Transferências da União e de suas Entidades;siconfi-cor_RO1.7.1.0.00.0.0;25059381,97
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Receitas Brutas Realizadas;1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.1.8.00.0.0;25059381,97
