Exercício: 2023;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;85682154,48
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;01 - Legislativa;siconfi-cor_TotalDespesas;1972641,91
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;1972641,91
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;03 - Essencial à Justiça;siconfi-cor_TotalDespesas;285600
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;FU03 - Demais Subfunções;siconfi-cor_TotalDespesas;285600
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;04 - Administração;siconfi-cor_TotalDespesas;6611494,99
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;5491837,33
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;792491,49
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;04.124 - Controle Interno;siconfi-cor_TotalDespesas;1125
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;326041,17
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;08 - Assistência Social;siconfi-cor_TotalDespesas;10008018,69
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;08.241 - Assistência ao Idoso;siconfi-cor_TotalDespesas;55007,6
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;123061,18
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;9829949,91
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10 - Saúde;siconfi-cor_TotalDespesas;17413907,25
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;10002692,37
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;2987325,64
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;83612,58
