Exercício: 2018;;;;;;;
Escopo: Municípios do Estado - AM;;;;;;;
Tabela: Despesas Orçamentárias (Anexo I-D);;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;Total Geral da Despesa;siconfi-cor_TotalDespesas;43476433,33
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.0.00.00.00 - Despesas Correntes;siconfi-cor_DO3.0.00.00.00.00;41310443,72
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.00.00.00 - Pessoal e Encargos Sociais;siconfi-cor_DO3.1.00.00.00.00;21670005,3
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.1.90.00.00.00;21670005,3
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares;siconfi-cor_DO3.1.90.01.00.00;765346,33
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.03.00 - Pensões do RPPS e do Militar;siconfi-cor_DO3.1.90.03.00.00;214043,34
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.04.00 - Contratação por Tempo Determinado;siconfi-cor_DO3.1.90.04.00.00;7383328,19
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil;siconfi-cor_DO3.1.90.11.00.00;10490501,9
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.13.00 - Obrigações Patronais;siconfi-cor_DO3.1.90.13.00.00;2369661,6
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.13.02 - Contribuições Previdenciárias - INSS;siconfi-cor_DO3.1.90.13.02.00;2369661,6
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.92.00 - Despesas de Exercícios Anteriores;siconfi-cor_DO3.1.90.92.00.00;436285,62
Prefeitura Municipal de Anori - AM;1300102;AM;19749;Despesas Empenhadas;3.1.90.94.00 - Indenizações e Restituições Trabalhistas;siconfi-cor_DO3.1.90.94.00.00;10838,32
