Exercício: 2022;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;68462402,29
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;01 - Legislativa;siconfi-cor_TotalDespesas;1591818,45
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;1591818,45
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;04 - Administração;siconfi-cor_TotalDespesas;8510155,86
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;6707150,85
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;758675,01
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;1044330
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;08 - Assistência Social;siconfi-cor_TotalDespesas;3424537,63
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;117867
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;3306670,63
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10 - Saúde;siconfi-cor_TotalDespesas;16088136,52
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;6709103,85
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;3804801,12
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;325124,37
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;350318,47
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;4898788,71
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;12 - Educação;siconfi-cor_TotalDespesas;26757008,29
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;12.361 - Ensino Fundamental;siconfi-cor_TotalDespesas;21742243,66
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;12.365 - Educação Infantil;siconfi-cor_TotalDespesas;4339685,68
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;12.366 - Educação de Jovens e Adultos;siconfi-cor_TotalDespesas;205178,71
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;469900,24
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;13 - Cultura;siconfi-cor_TotalDespesas;392020
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;392020
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;15 - Urbanismo;siconfi-cor_TotalDespesas;8074194,97
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;588610,21
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;15.452 - Serviços Urbanos;siconfi-cor_TotalDespesas;7485584,76
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;16 - Habitação;siconfi-cor_TotalDespesas;523151,9
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;16.482 - Habitação Urbana;siconfi-cor_TotalDespesas;523151,9
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;18 - Gestão Ambiental;siconfi-cor_TotalDespesas;621108
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;FU18 - Demais Subfunções;siconfi-cor_TotalDespesas;621108
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;20 - Agricultura;siconfi-cor_TotalDespesas;432600
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;20.122 - Administração Geral;siconfi-cor_TotalDespesas;432600
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;25 - Energia;siconfi-cor_TotalDespesas;437946,35
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;25.752 - Energia Elétrica;siconfi-cor_TotalDespesas;437946,35
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;27 - Desporto e Lazer;siconfi-cor_TotalDespesas;488926,31
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;27.812 - Desporto Comunitário;siconfi-cor_TotalDespesas;488926,31
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;28 - Encargos Especiais;siconfi-cor_TotalDespesas;1120798,01
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;28.843 - Serviço da Dívida Interna;siconfi-cor_TotalDespesas;922451,25
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Empenhadas;28.846 - Outros Encargos Especiais;siconfi-cor_TotalDespesas;198346,76
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;68286026,14
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;01 - Legislativa;siconfi-cor_TotalDespesas;1591818,45
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;1591818,45
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;04 - Administração;siconfi-cor_TotalDespesas;8510155,86
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;6707150,85
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;758675,01
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;FU04 - Demais Subfunções;siconfi-cor_TotalDespesas;1044330
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;08 - Assistência Social;siconfi-cor_TotalDespesas;3424537,63
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;117867
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;3306670,63
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;10 - Saúde;siconfi-cor_TotalDespesas;16088136,52
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;6709103,85
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;3804801,12
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;325124,37
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;350318,47
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;4898788,71
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;12 - Educação;siconfi-cor_TotalDespesas;26580632,14
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;12.361 - Ensino Fundamental;siconfi-cor_TotalDespesas;21742243,66
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;12.365 - Educação Infantil;siconfi-cor_TotalDespesas;4163309,53
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;12.366 - Educação de Jovens e Adultos;siconfi-cor_TotalDespesas;205178,71
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;12.122 - Administração Geral;siconfi-cor_TotalDespesas;469900,24
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;13 - Cultura;siconfi-cor_TotalDespesas;392020
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;392020
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;15 - Urbanismo;siconfi-cor_TotalDespesas;8074194,97
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;588610,21
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;15.452 - Serviços Urbanos;siconfi-cor_TotalDespesas;7485584,76
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;16 - Habitação;siconfi-cor_TotalDespesas;523151,9
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;16.482 - Habitação Urbana;siconfi-cor_TotalDespesas;523151,9
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;18 - Gestão Ambiental;siconfi-cor_TotalDespesas;621108
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;FU18 - Demais Subfunções;siconfi-cor_TotalDespesas;621108
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;20 - Agricultura;siconfi-cor_TotalDespesas;432600
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;20.122 - Administração Geral;siconfi-cor_TotalDespesas;432600
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;25 - Energia;siconfi-cor_TotalDespesas;437946,35
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;25.752 - Energia Elétrica;siconfi-cor_TotalDespesas;437946,35
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;27 - Desporto e Lazer;siconfi-cor_TotalDespesas;488926,31
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;27.812 - Desporto Comunitário;siconfi-cor_TotalDespesas;488926,31
Prefeitura Municipal de Itamarati - AM;1301951;AM;7777;Despesas Liquidadas;28 - Encargos Especiais;siconfi-cor_TotalDespesas;1120798,01
